what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1495760629180
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1495760629180
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1495760629213
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1495760629215
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1495760629216
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1495760629217
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1495760629218
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1495760629219
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1495760629220
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1495760629220
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1495760629221
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1495760629222
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1495760629222
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1495760629223
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1495760629224
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1495760629225
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1495760629332
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1495760629333
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1495760630005
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1495760630006
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1495760630113
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1495760630115
os,sysinfo,,,"win32",1495760630125
arch,sysinfo,,,"x86",1495760630126
ws,sysinfo,,,"win32",1495760630126
locale,sysinfo,,,"zh_CN",1495760630126
processors,sysinfo,,,"2",1495760630126
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1495760630126
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1495760630126
java.specification.name,sysinfo,,,"Java Platform API Specification",1495760630126
java.specification.vendor,sysinfo,,,"Oracle Corporation",1495760630126
java.specification.version,sysinfo,,,"1.7",1495760630126
java.vendor,sysinfo,,,"Oracle Corporation",1495760630126
java.version,sysinfo,,,"1.7.0_25",1495760630126
java.vm.info,sysinfo,,,"mixed mode",1495760630126
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1495760630126
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1495760630126
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1495760630126
java.vm.specification.version,sysinfo,,,"1.7",1495760630126
java.vm.vendor,sysinfo,,,"Oracle Corporation",1495760630126
java.vm.version,sysinfo,,,"23.25-b01",1495760630126
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1495760630141
