what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1495087534203
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1495087534304
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1495087534399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495087534971
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087538435
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1495087565764
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1495087565921
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1495087565934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087570636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087576411
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087576632
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1495087581602
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087611232
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1495087611233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087613594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087698021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087700630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087701737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087703046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087795107
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087796161
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087797786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087806124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087818984
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087828348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087838674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087853426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087859741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087907594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087910609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087918825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087931881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087939395
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1495087944821
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1495087944852
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1495087944928
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1495087945250
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1495087945530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087947188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495087956559
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087974563
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087978671
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087978671
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087979803
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087979883
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087983061
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1495087984863
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1495087984975
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087987887
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1495087987887
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087989545
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087990440
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087992171
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495087992171
