what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090618320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495090627203
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495090630062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090637778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090653142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090671802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090674321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495090675915
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495090677226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090679057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090700491
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495090704239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090706403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090866932
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495090889616
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineDown",1495090900739
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090907115
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090907429
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090907997
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090908227
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090908395
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090911792
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090912085
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090912314
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090912500
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090919373
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090919849
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineUp",1495090920163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090923488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495090933618
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1495090937150
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1495090937477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495090939831
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495090940942
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495090943315
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495090951220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495090983577
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495090985814
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495090988819
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495090993756
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495091010405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495091026864
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495091027545
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495091029980
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495091032918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091034934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091041741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091079926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091081826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091082547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091084652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091085199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091112655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091117702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091181039
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1495091190624
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1495091191010
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1495091192357
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1495091193679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091228416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091235141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091245449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091270260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091276431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091284909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091308848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091310364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091322271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091327682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091337505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091363212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091365130
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091378208
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495091384719
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495091385554
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495091388186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091394194
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091411693
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495091413760
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495091416272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091424785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091448645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091478547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091508349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091509076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091545195
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495091552105
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091594569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091615581
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1495091621711
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495091622610
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495091624803
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495091626391
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495091631805
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495091633629
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495091634381
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495091635913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091639048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091869532
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495091870937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091877579
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495091883654
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091918990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091939765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495091942755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495091952378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092001591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092003061
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495092024555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495092040006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495092042731
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495092043185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495092051158
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1495092051899
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1495092054248
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495092056564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495092065890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495092148639
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495092218298
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495092222304
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495092271023
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1495092474959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092476998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092645258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092653622
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092690346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495092714783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092772177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092815496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495092847851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495092851374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495092928294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092929730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495092958395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495092966144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495092968362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495093008715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093016284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093016367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093019614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093039262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093039268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093040518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495093064658
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1495093069715
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495093073372
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495093094052
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495093100718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495093105211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495093108271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495093114781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495093116221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495093146696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495093170667
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093186435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093189857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093190217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495093224038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1495093235694
